,Initial text,Corrupted text
370," Черту последню где имет <BR> Неизмеримый круг миров, <BR> За кою преступать не смеет <BR> Безсмертный горних взор умов ― <BR> Там бездна света пребывает, <BR> Как непреплавный понт стоит, <BR> Полна вся жизни, все живит ― <BR> Тьмы тысящ солнцев помрачает. ","Помрачает полна стоит все <BR> Преступать имет круг, <BR> Вся смеет живит не понт <BR> Горних тьмы безсмертный солнцев― <BR> Где умов кою света, <BR> Взор черту там неизмеримый, <BR> Жизни бездна как, тысящ непреплавный― <BR> За миров последню пребывает."
371,"Под домами ― загадки канав. <BR> Шибко воздух ли соткой и коксом <BR> По вокзалам дышал и зажегся, <BR> Но, едва лишь зарю доконав, <BR> Снова розова ночь, как она, <BR> И забор поражен парадоксом. "," Снова розова ночь, как она, <BR> Шибко воздух ли соткой и коксом <BR> По вокзалам дышал и зажегся, <BR> Но, едва лишь зарю доконав, <BR> И забор поражен парадоксом. <BR>Под домами ― загадки канав. "
372," Так это я была весь тот костер, <BR> Что только часть мне полночь отразила, <BR> И утихал глубокомудрый спор, <BR> Когда мое безумье говорило… ","Полночь костер говорило глубокомудрый весь часть и, <BR> Мое когда мне безумье тот только, <BR> Так отразила что утихал, <BR> Спор это я была…"
373,"Люблю, друзья, когда за речкой гаснет день, <BR> Укрывшися лесов в таинственную сень <BR> Или под ветвями пустынныя рябины, <BR> Смотреть на синие, туманные равнины. <BR> Тогда приходит Пан с толпою пастухов; <BR> И пляшут вкруг меня на бархате лугов. <BR> Но чаще бог овец ко мне в уединенье <BR> Является, ведя святое вдохновенье: <BR> Главу рогатую ласкает легкий хмель, <BR> В одной руке его стакан, в другой свирель! <BR> Он учит петь меня; и я в тиши дубравы <BR> Играю и пою, не зная жажды славы.","Люблю, друзья, когда за речкой гаснет день, <BR> Укрывшися лесов в таинственную сень <BR> Или под ветвями пустынныя рябины, <BR> Смотреть на синие, туманные равнины. <BR> Тогда приходит Пан с толпою пастухов; <BR> И пляшут вкруг меня на бархате лугов. <BR> Но чаще бог овец ко мне в уединенье <BR> Является, ведя святое вдохновенье: <BR> Главу рогатую ласкает легкий хмель, <BR> В одной руке его стакан, в другой свирель! <BR> Что бог его ― с червонцами мешок; <BR> Играю и пою, не зная жажды славы."
374,"Я видел тебя ― в лесу и в книге, <BR> В перестуке дятла, в словах стихов: <BR> Ты обнимаешь теперь, как ветер, <BR> И лицо твое слаще гармонии слов. ","Как гармонии слаще― теперь ветер слов я и, <BR> Обнимаешь видел словах, дятла книге перестуке: <BR> В и в, лицо ты, <BR> Твое стихов в тебя лесу в."
375," Эти мальчики могут понять, <BR> Что любить или верить ― смешно, <BR> Что тираны их ― мать и отец, <BR> И убить их пора бы давно! ","Могут их понять давно, <BR> Что и и смешно― что, <BR> Пора любить убить― верить отец бы, <BR> Мать эти или мальчики их тираны!"
376," Не звериным робким следом <BR> Я приду, твой кровный сын, ― <BR> Вместе с нашею победой <BR> Я иду, а не один. ","Не я робким иду <BR> Звериным не, с победой а,― <BR> Приду кровный следом сын <BR> Я вместе, один нашею твой."
377,Садясь на белое пятно <BR> комочек сладенького теста <BR> свивает голосы в одно <BR> разноголосье пятен детства <BR> Вокруг его растут кубы <BR> а в них сидят четвероноги <BR> их позолоченные лбы <BR> потухших импульсов чертоги <BR> И в каждом бродит по стране <BR> на иноземных черных лапах <BR> в могучей облаков броне <BR> где солнце зверю словно клапан <BR> Садясь на белое пятно <BR> взирает мальчик аналитик <BR> как неисследовано дно <BR> сокрыв в себе мильон открытий <BR> Он надевает акваланг <BR> и вглубь пятна ползти решает <BR> благая детства кабала <BR> его в потеху обряжает <BR> И в одиночество рядим <BR> уж он наделает веселий <BR> пустой комочек из резин <BR> с пространством вечных новоселий <BR> Кто в вас поселится теперь? <BR> Кто жизнь сидел на черных пятнах <BR> в себе секретов не терпел <BR> и был во всём и всем понятный <BR> Во всех пространствах измерим <BR> и всех времен большой новатор <BR> он в вас поселится незрим <BR> и станет друг ваш и соавтор <BR> Сознаний ваших виражи <BR> в пространстве красок слишком узком <BR> лишь отраженье как дрожит <BR> создателя нетвердый мускул.,Белое в терпел его <BR> новатор во соавтор <BR> и в отраженье позолоченные <BR> детства пятно и <BR> Наделает аналитик облаков неисследовано <BR> черных разноголосье садясь пятна них <BR> иноземных мильон свивает <BR> секретов по в <BR> Кубы в себе кто солнце клапан <BR> кабала его сладенького он <BR> могучей в поселится голосы <BR> дрожит решает детства благая измерим <BR> Пятен одно он друг <BR> лишь мускул кто <BR> себе понятный одиночество <BR> четвероноги мальчик сидят он был <BR> Чертоги узком жизнь <BR> и на на вокруг вас <BR> уж дно пространстве <BR> сокрыв словно станет ползти <BR> Вечных из каждом вас <BR> виражи в с сознаний <BR> всём растут импульсов открытий <BR> пустой резин белое потухших <BR> Вглубь акваланг лапах рядим во? <BR> И пространствах комочек пятно теперь бродит <BR> пространством и садясь черных на <BR> теста как новоселий броне их в взирает <BR> Лбы в слишком как <BR> красок пятнах на времен всех <BR> создателя в обряжает большой потеху <BR> в зверю незрим и и сидел <BR> Поселится нетвердый и <BR> в где а веселий комочек <BR> всех всем надевает не <BR> ваших ваш стране.
378,"Скрипач не зевает.  Долой кузнеца! <BR> Жена хороша у бродяги-певца, <BR> Подобно коту, подошедшему к пище. <BR> Скрипач осторожно мурлычет и свищет, <BR> Нечаянно ногу коленкой прижмет, <BR> Нечаянно плечи рукой обоймет, <BR> Покуда кузнец неуклюже, без правил, <BR> Его не побил и под стол не отправил, <BR> Совсем неудачная ночь! <BR> Как дрозд веселится бродяга-певец. <BR> Дорогам и песням не скоро конец. <BR> Он пышет румянцем, зубами блестит, <BR> Деревьям смеется и птицам свистит. <BR> Для бренного ж тела он должен иметь <BR> Литровую кружку и добрую снедь. <BR> И в ночь запевает певец: "," Скрипач осторожно мурлычет и свищет, <BR> Для бренного ж тела он должен иметь <BR>Скрипач не зевает.  Долой кузнеца! <BR> Дорогам и песням не скоро конец. <BR> Нечаянно плечи рукой обоймет, <BR> Подобно коту, подошедшему к пище. <BR> Совсем неудачная ночь! <BR> Как дрозд веселится бродяга-певец. <BR> Жена хороша у бродяги-певца, <BR> Его не побил и под стол не отправил, <BR> Нечаянно ногу коленкой прижмет, <BR> Литровую кружку и добрую снедь. <BR> Он пышет румянцем, зубами блестит, <BR> Деревьям смеется и птицам свистит. <BR> И в ночь запевает певец: <BR> Покуда кузнец неуклюже, без правил, "
379," Апокалипсис ― темная книга ― <BR> Приоткрылась из-за афиш, <BR> Все мне видятся крест, и вериги, <BR> И святые из призрачных ниш. "," Что нам до мимолетных снов? <BR> Приоткрылась из-за афиш, <BR> Все мне видятся крест, и вериги, <BR> И святые из призрачных ниш. "
380," А между тем всё время шло да шло, <BR> И будущность отрады не сулила. <BR> И говорить и вспомнить тяжело, <BR> Что́ бедная жена переносила. <BR> И ни к чему страданье не вело: <BR> Наперекор уму она любила. <BR> Любовью можно всё исправить в муже, <BR> А тут, что год, что новый день, то хуже. ","Тяжело и тем день шло год муже любила, <BR> Страданье хуже не будущность можно. <BR> Тут что вспомнить не вело, <BR> Новый́ наперекор всё время. <BR> Чему в что то к и шло: <BR> Бедная жена ни сулила. <BR> Исправить да между а отрады переносила, <BR> Любовью что, говорить уму, а всё она, и и."
381," Я вижу, ― облачная лава, <BR> От легких взлетов ветерка, <BR> Дает изгнаннице усталой <BR> Мираж родного городка. ","Усталой взлетов,― вижу родного, <BR> От лава ветерка изгнаннице, <BR> Облачная легких городка <BR> Дает мираж я."
382,"Знаю, не убьет меня злодей, <BR> Где-нибудь впотьмах подкарауля, <BR> А во имя чьих-нибудь идей <BR> Мне затылок проломает пуля. ","А, чьих нибудь пуля проломает, <BR> Затылок- идей мне подкарауля, <BR> Злодей во впотьмах где- имя не <BR> Убьет нибудь меня знаю."
383," Видела я удивительно явственный сон: <BR> вышел январь в раскаленной железной кольчуге, <BR> голову вскинул ― и выстрелил в облако он, <BR> родину вспомнив, заплакали птицы на юге. ","На вспомнив в выстрелил облако: <BR> я он юге заплакали голову сон, <BR> январь птицы― явственный в кольчуге вскинул удивительно, <BR> видела вышел, родину и железной раскаленной."
384," Середь комнаты, с видом бога - <BR> Лиродержца…  <BR>  ― Стиха дорога! ", И скользила рука <BR> Лиродержца…  <BR>  ― Стиха дорога! 
385,"Под ласкою проснувшегося ветра <BR> Как этот год щедры <BR> Твои, о мать-страдалица Деметра, <BR> Нетленные дары! ","Нетленные мать твои дары <BR> Год под щедры ласкою <BR> Страдалица, о этот- проснувшегося Ветра, <BR> Как деметра!"
386,"Глядит печаль огромными глазами <BR> На золото осенних тополей, <BR> На первый треугольник журавлей, <BR> И взмахивает слабыми крылами. <BR> Малиновка моя, не улетай, <BR> Зачем тебе Алжир, зачем Китай? ","Огромными улетай тополей малиновка <BR> Журавлей зачем зачем на, <BR> Осенних и первый глядит, <BR> Китай на крылами золото. <BR> Слабыми треугольник, не глазами, <BR> Тебе моя Взмахивает, алжир Печаль?"
387,"В лазурь отлетаем мы оба: <BR> Вот перекликаемся мы <BR> В безлиственных рощах, в сугробах <BR> Туманной и нежной зимы. ","В лазурь отлетаем мы оба: <BR>О муза! я у двери гроба! <BR> В безлиственных рощах, в сугробах <BR> Туманной и нежной зимы. "
388,"  Секунды падали и улетали прочь, <BR> И тишина ждала ответа. <BR> Тысячеглазая, в окно глядела ночь <BR> Мерцающих зрачков настороженным светом. ","Ждала улетали глядела в зрачков, <BR> Секунды светом падали настороженным. <BR> И, ночь тишина окно тысячеглазая <BR> Ответа и прочь мерцающих."
389,"Как лилея глядится в нагорный ручей, <BR> Ты стояла над первою песней моей, <BR> И была ли при этом победа, и чья, ― <BR> У ручья ль от цветка, у цветка ль от ручья? ","Как лилея глядится в нагорный ручей, <BR> Ты стояла над первою песней моей, <BR> Встречал один сухой ответ… <BR> У ручья ль от цветка, у цветка ль от ручья? "
390," где всё мертво, где примирён герой <BR> труда и быта с битником патлатым, <BR> поскольку сам летун, поскольку атом, <BR> субстанция, не крытая корой. ","поскольку летун патлатым, сам с где <BR> герой не всё мертво и быта, <BR> поскольку атом субстанция, где корой, <BR> крытая, труда битником примирён."
391,"Русалка плыла по реке голубой, <BR> Озаряема полной луной; <BR> И старалась она доплеснуть до луны <BR> Серебристую пену волны. ", Озаряема полной луной; <BR> И старалась она доплеснуть до луны <BR> Серебристую пену волны. 
392,"Что сталось с местностью всегдашней? <BR> С земли и неба стерта грань. <BR> Как клетки шашечницы, пашни <BR> Раскинулись, куда ни глянь. ","Что сталось с местностью всегдашней? <BR> С земли и неба стерта грань. <BR> Раскинулись, куда ни глянь. "
393," Я дам сестре ответ! <BR> Хотя ответов ты моих и недостойна, <BR> Но кровь моя кипит!  и совесть беспокойна. <BR> Ты веру, ты закон, ты честь пренебрегла, <BR> Поляков предпочесть россиянам могла; <BR> Сестра моя дает изменничьи советы <BR> Нарушить данные священные обеты. <BR> Ты хочешь устрашить нас дерзкою Литвой, <BR> Но знай, что с нами бог и верность под Москвой; ","Ты данные ответов могла! <BR> Моя ответ москвой изменничьи поляков предпочесть, <BR> Нами нас беспокойна что! но закон хотя. <BR> Я литвой, верность веру, но дам ты, <BR> И совесть сестра с; <BR> Нарушить кипит моя ты сестре <BR> И обеты под советы. <BR> И знай недостойна моих устрашить Священные, <BR> Ты хочешь, дает бог пренебрегла кровь ты россиянам честь Дерзкою;"
394," Вслед за ним блестящей стаей <BR> Птицы падали, летели, <BR> Как осеннею порою <BR> Листья падают, пестрея; <BR> А за птицами спустился <BR> И вигвам с блестящей кровлей, <BR> На серебряных стропилах, <BR> И принес с собой Оссэо, <BR> Овини принес с собою. "," Как осеннею порою <BR> А за птицами спустился <BR> На серебряных стропилах, <BR> Птицы падали, летели, <BR> И принес с собой Оссэо, <BR> Вслед за ним блестящей стаей <BR> Листья падают, пестрея; <BR> И вигвам с блестящей кровлей, <BR> Овини принес с собою. "
395," Лишь высших гор до половины <BR> Туманы покрывают скат, <BR> Как бы воздушные руины <BR> Волшебством созданных палат."," Лишь высших гор до половины <BR> Туманы покрывают скат, <BR> Не косил, <BR> Волшебством созданных палат."
396,"  «Я к платью моему не дам вам прикоснуться: <BR> «Ведь у меня есть друг, которого люблю я…» "," Я плачу ― так мне міра жаль, <BR> «Ведь у меня есть друг, которого люблю я…» "
397, Созвездья ль в нее уронили <BR> Свою потаенную пыль? <BR> Пыльца ли в ней утренних лилий <BR> С утраченной райской тропы? , Созвездья ль в нее уронили <BR> Пыльца ли в ней утренних лилий <BR> С утраченной райской тропы? 
398," И показалось ей, что нет на свете <BR> Любви ― одно притворство; нет людей ― <BR> Все ― дети, все ― бессмысленные дети, <BR> Без сердца, без возвышенных страстей. "," И показалось ей, что нет на свете <BR> Все ― дети, все ― бессмысленные дети, <BR> Без сердца, без возвышенных страстей. "
399," Я пойду простоволосой <BR> Под зеленый явор. <BR> Стань, любовь моя, налево, <BR> Смерть моя ― направо». "," Под зеленый явор. <BR> Стань, любовь моя, налево, <BR> Смерть моя ― направо». "
400," Тоска роптала, не узнав, <BR> Что ты, Любовь, близка; <BR> И, безнадежней возроптав, <BR> Склонила лик Тоска. "," Тоска роптала, не узнав, <BR> Что ты, Любовь, близка; <BR> Старушку, как дитя больное, утешать. <BR> Склонила лик Тоска. "
401," не хорохорься, не аукай, <BR> спьяна под окнами не стой, ― <BR> лечи свою любовь разлукой, <BR> как лечат зренье темнотой.","стой зренье, хорохорься лечат, <BR> спьяна как темнотой аукай любовь,― <BR> не окнами под не, <BR> разлукой свою не лечи."
402," Она ступила белой <BR> И лёгкою ногой, <BR> Ещё не загорелой, <BR> На цветик полевой. ","Белой не на <BR> Ещё полевой и, <BR> Загорелой лёгкою ступила, <BR> Цветик она ногой."
403," И трещит, трещит лучина, <BR> Свет на пряху льет. <BR> Прожитая грусть-кручина <BR> За сердце берет. ","И за, грусть прожитая, <BR> Свет сердце льет трещит. <BR> Пряху на- лучина <BR> Берет трещит кручина."
404," Погаснет лампы свет искусный, <BR> Замрет бесцельный стук машин, <BR> И поцелуй приникнет гнусный <BR> Присосков чудища глубин. ","Машин искусный погаснет приникнет, <BR> Гнусный присосков чудища свет, <BR> Лампы глубин бесцельный и <BR> Замрет стук поцелуй."
405," Ей стих размеренный приятен, <BR> Певуч, изыскан и остер, <BR> Но точно так же непонятен, <BR> Как мне ― языческий костер. ","Непонятен стих остер изыскан, <BR> Так, точно как и, <BR> Языческий приятен костер же мне, <BR> Размеренный певуч― ей но."
406,"Так густо падает, так плавно ― белый снег <BR> у Черной речки, черной розы. <BR> И на ресницах он. И тает он у век. <BR> И эти капельки ― как слезы. <BR> Дай руку, руку мне, любимая, скорей. <BR> Не говори со мной. Послушай, <BR> как будто ржание… <BR>                          Да, ржанье лошадей. <BR> И выстрел, спичкою потухший. <BR> Тебе не кажется― <BR>                         пройдем еще чуть-чуть, <BR> и нам откроется все это: <BR> кареты, лошади, дымящаяся грудь <BR> на снег упавшего поэта? <BR> Любовь. Предательство. Россия и тоска. <BR> Как можно жить, не погибая? <BR> Ты в даль безлюдную, <BR>                              ты смотришь в даль, пока <BR> я говорю тебе, родная: <BR> «Пойдем на лед ― туда, <BR>                                 скорей туда, на лед ― <BR> сквозь время стылое ― быть может, <BR> ответит доктор нам, что гений не умрет <BR> и в нас души не уничтожит…»"," у Черной речки, черной розы. <BR> сквозь время стылое ― быть может, <BR> «Пойдем на лед ― туда, <BR> И выстрел, спичкою потухший. <BR> Как можно жить, не погибая? <BR> я говорю тебе, родная: <BR> Тебе не кажется― <BR> ответит доктор нам, что гений не умрет <BR>                                 скорей туда, на лед ― <BR> Не говори со мной. Послушай, <BR> кареты, лошади, дымящаяся грудь <BR>                         пройдем еще чуть-чуть, <BR> Дай руку, руку мне, любимая, скорей. <BR> на снег упавшего поэта? <BR> Ты в даль безлюдную, <BR> и в нас души не уничтожит…»<BR>                          Да, ржанье лошадей. <BR> как будто ржание… <BR>                              ты смотришь в даль, пока <BR> и нам откроется все это: <BR> И эти капельки ― как слезы. <BR> Любовь. Предательство. Россия и тоска. <BR> И на ресницах он. И тает он у век. <BR>Так густо падает, так плавно ― белый снег "
407," в притертой коробке, в зашитом мешке, <BR> в наперстке, в иголке, в игольном ушке."," в притертой коробке, в зашитом мешке, "
408," Я молчал, закрыв глаза плащом. <BR> Как струна, натянутая туго, <BR> Сердце билось быстро и упруго, <BR> Как сквозь сон я слышал, что подруга <BR> Мне шепнула: «Не скорби о том, <BR> Кто Колумбом"," Я молчал, закрыв глаза плащом. <BR> Как струна, натянутая туго, <BR> Сердце билось быстро и упруго, <BR> Как сквозь сон я слышал, что подруга <BR> Мне шепнула: «Не скорби о том, "
409," Ничто ― и жизнь без красоты, <BR>  И смерть равно ничтожна. <BR> Не нужно в мире злых людей, их пребыванье ложно, <BR> Хорошим надо жить и жить!  Да, видно, невозможно.","  И смерть равно ничтожна. <BR> Не нужно в мире злых людей, их пребыванье ложно, <BR> Хорошим надо жить и жить!  Да, видно, невозможно."
410,"Услыша толь приятну речь, <BR> Сестры царевнины от радости вскружились: <BR> Скорей коней велели впречь, <BR> В богаты платья нарядились; <BR> Не прочили белил, ни мушек, ни румян, <BR> Опрыскались водами, <BR> Намазались духами, <BR> Хулили Душеньку за дерзость и обман, <BR> Отправились к горе, а там, с крутой вершины, <BR> Спешили броситься в стремнины. <BR> Но их Зефир потом наверх не подхватил, <BR> А дул, как видно, только в тыл; <BR> И в райское они жилище не попали, <BR> Лишь только головы себе, летя, сломали. <BR> Карая тако злость, меж тем прекрасный бог <BR> Подробну ведомость имел со всех дорог, <BR> От всех лесов и гор, где Душенька являлась, <BR> И, сведав, что она, <BR> От всех удалена <BR> В средине гор скрывалась, <BR> Донес богам о том сполна; <BR> Донес, что Душенька была уже черна, <BR> Суха, худа, дурна; <BR> И упросил тогда смягченную Венеру, <BR> Чтоб было наконец дозволено ему <BR> Открыто самому <BR> Явиться к Душеньке в пещеру. <BR> Но как представился тогда его очам <BR> Предмет любови постоянный? <BR> Несчастна Душенька, в печали несказанной, <BR> Не ела, не пила, не зрела света там. <BR> Читатель должен знать сначала, <BR> Что Душенька тогда лежала; <BR> Но боком иль ничком, <BR> Спала или дремала, <BR> Не ведаю о том <BR> И не хочу искать свидетельства для веры; <BR> Лишь знаю, что она лежала на фате <BR> У входа сей пещеры, <BR> Скрывая голову в пещерной темноте; <BR> А часть оставшая являлась в красоте <BR> На зрелище пред входом; <BR> И быть тогда могла призна́ком и дово́дом, <BR> Когда б любовный бог <BR> О точности вещей иметь сомненье мог. <BR> Зефиры видели и свету возвестили, <BR> Что Душеньку Амур издалека узнал <BR> И руку у нее, подшедши, целовал; <BR> Но скоро их из глаз обоих упустили. <BR> Проснувшись Душенька тогда, <BR> Взглянула, ахнула, закрылась от стыда, <BR> Уйти в пещеру торопилась, <BR> И тамо наконец с Амуром изъяснилась, <BR> Неведомо в каких словах; <BR> А только ведомо всему земному кругу <BR> Взаимное от них прощение друг другу <BR> Во всех досадах и винах.","Гор тогда в дурна, <BR> Впречь коней кругу она тако: <BR> Тыл не сначала в, <BR> Ведомо зрела всему там; <BR> Скоро от но, тогда у, нее в, <BR> Пещеры когда, <BR> Со худа, <BR> Речь Пещеру всех друг света богаты, <BR> Темноте за богам, взглянула что, предмет быть ничком, <BR> Часть прощение румян обман. <BR> Черна дерзость На услыша душеньке видели что, <BR> Спешили упустили, очам дремала, должен как иль; <BR> Оставшая и каких уже ведомость другу себе, <BR> Его искать с и, лишь, для. <BR> Зрелище подробну имел, опрыскались веры зефир лежала <BR> Только бог пещеру и б донес, <BR> Свету намазались была а вещей, донес Любови и, <BR> Изъяснилась, что, всех попали, <BR> Меж пред броситься <BR> У сей уйти винах, <BR> Знать том всех их издалека; <BR> Упросил, и Душенька дорог отправились хулили, <BR> Неведомо, могла, точности; <BR> Наконец мог иметь к Тем, <BR> Но из тогда них голову <BR> Злость мушек <BR> Ела душеньку Знаю несчастна душенька. <BR> В ни толь сполна тогда платья <BR> И а дово? <BR> Только Велели, гор стремнины скорей, <BR> Но хочу, их от, и руку входом во. <BR> В проснувшись от к, <BR> Лесов Ему карая лишь; <BR> В в венеру ни, <BR> Входа читатель средине, <BR> Как не призна вскружились <BR> Только пила не том амуром в прекрасный; <BR> Красоте ахнула, самому явиться душенька сведав сломали <BR> Смягченную и подшедши обоих, <BR> А духами крутой несказанной потом; <BR> Любовный словах что прочили что бог <BR> Приятну в было и; <BR> Дул дозволено в являлась не́ наконец тогда узнал́ она, <BR> Там водами радости сестры <BR> Удалена от видно торопилась о о. <BR> Наверх царевнины нарядились пещерной боком, <BR> Скрывалась Но И не белил <BR> Фате закрылась не подхватил, или, земному; <BR> Глаз и открыто летя а на амур. <BR> Ком Представился лежала, <BR> О, душенька, в являлась райское, <BR> Свидетельства ведаю горе душенька, <BR> Дом скрывая не всех Спала головы, <BR> С тамо где зефиры; <BR> Печали они душеньку досадах стыда от <BR> Возвестили вершины сомненье чтоб целовал не <BR> Суха жилище взаимное постоянный и."
411,"То блески, что вдали душе и сердцу льстят, <BR> Но кои, озарив, всю душу тяготят; <BR> За каждое от нас произнесенно слово <BR> Сужденье от людей всегда в устах готово; <BR> И нам подвластные нередко судят нас, <BR> Не вникнув в связи дел, не растворяя глаз; <BR> Властители людей осуждены ответом <BR> За малый общий вред пред богом и пред светом; <BR> Природа рушит ли воздушну тишину, <BR> Гремят ли небеса, ― всё ставят им в вину. <BR> Россия зрится мне, Россия изъязвленна, <BR> Во узы ввержена, бледна, окровавленна; <BR> Вздыхает вкруг меня, мне слышится, земля: <BR> Телами вскоре здесь покроются поля, <BR> И кровию трава российской обагрится; <BR> Здесь воды закипят, весь воздух загорится. <BR> О, если бы я мог сей ужас отвратить! <BR> Хотел бы кровь мою один за всех пролить. <BR> Душа Димитрия изменам не причастна, <BR> Но гордость князя мне Пожарского опасна; <BR> От Волги с войском он, как хищный вран, летел, <BR> Почто под властью быть моей не захотел? <BR> Кто пользу общую в виду своем имеет, <BR> Равно тому, другим он служит иль владеет. <BR> Князь хочет быть царем иль хочет нас предать, <BR> Я стану следствий сих со страхом ожидать; <BR> При подозрениях, мне в сердце впечатленных, <BR> Не дам во власть ему людей, мне подчиненных; <BR> Увижу, в пользу ль нам он действовать начнет <BR> Или предаст… "," Гремят ли небеса, ― всё ставят им в вину. <BR> При подозрениях, мне в сердце впечатленных, <BR> Властители людей осуждены ответом <BR> Во узы ввержена, бледна, окровавленна; <BR> Но кои, озарив, всю душу тяготят; <BR> Кто пользу общую в виду своем имеет, <BR> Князь хочет быть царем иль хочет нас предать, <BR> И кровию трава российской обагрится; <BR> Но гордость князя мне Пожарского опасна; <BR> Или предаст… <BR> Россия зрится мне, Россия изъязвленна, <BR> Здесь воды закипят, весь воздух загорится. <BR> За каждое от нас произнесенно слово <BR> Не дам во власть ему людей, мне подчиненных; <BR> Душа Димитрия изменам не причастна, <BR> Телами вскоре здесь покроются поля, <BR> Не вникнув в связи дел, не растворяя глаз; <BR> Сужденье от людей всегда в устах готово; <BR> От Волги с войском он, как хищный вран, летел, <BR> Равно тому, другим он служит иль владеет. <BR> За малый общий вред пред богом и пред светом; <BR> Природа рушит ли воздушну тишину, <BR> И нам подвластные нередко судят нас, <BR> Я стану следствий сих со страхом ожидать; <BR> Вздыхает вкруг меня, мне слышится, земля: <BR>То блески, что вдали душе и сердцу льстят, <BR> Хотел бы кровь мою один за всех пролить. <BR> О, если бы я мог сей ужас отвратить! <BR> Почто под властью быть моей не захотел? <BR> Увижу, в пользу ль нам он действовать начнет "
412,"Желал я душу освежить, <BR> Бывалой жизнию пожить <BR> В забвеньи сладком близ друзей <BR> Минувшей юности моей. ","Желал близ освежить бывалой, <BR> Забвеньи пожить в <BR> Сладком юности друзей душу я <BR> Жизнию моей минувшей."
413," Быть может, через много лет <BR> Сия священная обитель <BR> Оставит только мрачный след. <BR> И любопытный посетитель <BR> В развалинах людей искать <BR> Напрасно станет, чтоб узнать, "," И любопытный посетитель <BR> Оставит только мрачный след. <BR> В развалинах людей искать <BR> Сия священная обитель <BR> Напрасно станет, чтоб узнать, <BR> Быть может, через много лет "
414," В любые кандалы пусть закуют, <BR> Лишь был бы лик Твой ясен и раскован. <BR> И Соловки приму я, как приют, <BR> В котором Ангелы всегда поют, ― <BR> Мне каждый край Тобою обетован. "," Мне каждый край Тобою обетован. <BR> Лишь был бы лик Твой ясен и раскован. <BR> И Соловки приму я, как приют, <BR> В любые кандалы пусть закуют, <BR> В котором Ангелы всегда поют, ― "
415," Расплылся помор, лапу тычет вправо, <BR> Ключебородый с тюленьей развалкой старик: <BR> А вон там, пес ты божий ― глянь через камень и травы, <BR> Москва-мать, ходу десять недель напрямик.","Там тюленьей, ты а пес, <BR> Вон вправо десять ходу ключебородый: <BR> Мать недель божий, помор напрямик старик― через с камень развалкой тычет, <BR> Расплылся- лапу, травы и глянь москва."
416," Лезет в рот и в нос, в глаза и в уши <BR> (У поэта ― сто ушей и глаз) ― <BR> В утешенье можешь бить баклуши <BR> И возить возы бескрылых фраз: ","И рот в лезет возить бескрылых, в у в нос глаза <BR>( Можешь утешенье― ушей сто в баклуши)― <BR> Возы и бить фраз уши <BR> И в глаз поэта и:"
417, Предоставляла званье сына <BR> Солдату воинская часть… ,Званье солдату сына <BR> Часть предоставляла воинская…
418,"Ловлю в реке тускнеющей <BR> Жемчужно-бледный знак, <BR> Лишь в небе пламенеющий <BR> Затеплится маяк. ","Ловлю жемчужно затеплится маяк <BR> Реке- в знак, <BR> Лишь бледный пламенеющий тускнеющей <BR> Небе в."
419," Скоро, скоро вал последний <BR> Миллионом брызнет лун. <BR> Сердце ― свечка за обедней <BR> Пасхе массы и коммун. "," Скоро, скоро вал последний <BR> Миллионом брызнет лун. <BR>  И рука в руке, <BR> Пасхе массы и коммун. "
420," Кругом болезнь, упрямые вороны, <BR> Столбы берез, осины багрянец, <BR> За дымкою мучительный конец, <BR> В молчании томительные стоны. ","Вороны за, упрямые осины, <BR> Томительные мучительный, в стоны, <BR> Дымкою болезнь молчании столбы, <BR> Берез багрянец конец кругом."
421," В мгновенья золотой печали, <BR> В пустынной тишине ночей <BR> Зачем так ласково звучали <BR> Призывы красоты твоей? "," В мгновенья золотой печали, <BR> Мечту и музу пробудить. <BR> Зачем так ласково звучали <BR> Призывы красоты твоей? "
422," Увы!  Креузы он колена обнимает, <BR> Лишь с нею говорит и ею лишь пылает. "," Увы!  Креузы он колена обнимает, <BR> От дремлющия рощи "
