,Initial text,Corrupted text
447," Не оглянусь на хор недружный, <BR> На тело в шубке меховой <BR> И ― мимо, мимо, ― в ветер южный <BR> По отзвеневшей мостовой.","Не оглянусь на хор политико-административный <BR> На тело лицо.В малосольной меховой <BR> И uralpress.ru мимо, уворачивался, ― в дожде южный <BR> По отзвеневшей насыпи"
448," Спи.  Сон твой [я] хочу подслушать, <BR> Тревог полна. <BR> Прости мою ночную душу <BR> В глубинах сна.","Утешься Сон жалкий Я-то хочу подслушать, <BR> Авиарейсов полна. <BR> Прости мою ночную душу <BR> В прослоях сна."
449," Ангел Божий <BR> Любит, если смеются. <BR> На него похожи <BR> Дети, когда проснутся. ","Котёнок Божий <BR> Целует подчеркну смеются. <BR> На него похожи <BR> Дети, когда освободятся"
450,"… длись же, иночество, одиночество, безответное, словно река, <BR> пусть отчизна по имени-отчеству окликает меня, далека, <BR> всё, чем с детства владею, не властвуя, пусть, приснившись, <BR>                                                                                     исчезнет скорей, <BR> осыпаясь вокзальною астрою в толчее у вагонных дверей, ― ","… ХолмсшпионажшутерэкологияэкшнЭлвисЭльдорадоэротикаюморЯпония ҵ, иночество, затаенное, безответное, словно река, <BR> пусть отчизна по уваженьем окликает понимаю.А, далека, <BR> переживём, чем м-у детства владею, не упорствуя пусть, приснившись, <BR> исчезнет скорей, <BR> пенясь бесконечною астрою нужно.В толчее у вагонных дверей, ―"
451," Кусачки, пилочки, консервные ножи, и прогибается лазурь на лезвии горбатом, <BR> коловороты, лунки для ногтей, отвертки и крючки… <BR> Кто вырежет пропеллер по дуге, кто из обрезков соберет Бильбао. <BR> За лопастью, вздуваясь куполами, вселенная перебирает намеренья своей руки. ","Кусачки, пилочки, консервные ковшики и извивается лазурь на лезвии горбатом, <BR> коловороты, шуги ориентирования ногтей, отвертки пенобетонуПолотна крючки… <BR> Кто пустит пропеллер по дуге, послушает по обрезков соберет Бильбао. <BR> Тебя04 травинкой, разбухая куполами, вселенная перебирает намеренья своей руки."
452," Любите сердцем разгромленным, <BR> Отбросьте все покрывала ― <BR> Чтобы над миром ослепленным <BR> Новая красавица восстала.","Любите характером разгромленным, <BR> Отбросьте все покрывала ― <BR> Например над стилем ослепленным <BR> Языческая бабенка восстала."
453," И тщетно он припоминает <BR> Событий прошлых длинный ряд, ― <BR> Так много их!  Но озаряет <BR> Его одно ― и странный хлад <BR> При мысли той бежит невольно <BR> По телу… судорожно ей <BR> Жмет руку он рукой своей <BR> И, кажется, довольно больно; <BR> Но так же весело она <BR> Хохочет, та же речь живая <BR> В устах, то страстная, то злая… <BR> Она причудливо-странна, <BR> И, околдован обоняньем, <BR> Ей молча внемлет Моровой, <BR> И вновь уносится душой <BR> К своим былым воспоминаньям. <BR> Но вот из рук его, змеей <BR> Скользнувши к домино другой, ","И сдерживаясь он припоминает <BR> Событий злосчастных длинный ряд, ― <BR> Так двадцать-тридцать их! Но осветят <BR> Многие одно ― .ее странный хлад <BR> При мысли той течёт милосердно <BR> По телу… судорожно Грете <BR> Жмет дубину поймёт мышкою бесконечной <BR> И, кажется, оченна мягко <BR> Но так же весело она <BR> Чик-чирик, сякая Же речь живая <BR> В стихирах то весёлая, ежли злая… <BR> Она причудливо-странна, <BR> и туманен бальзамических, <BR> Ей молча помыслам Моровой, <BR> И вновь уносится душой <BR> К своим былым здоровьяБьюти-гидСоветы. <BR> ,что вот из рук его, змеей <BR> Отвалилась к разыгрывание другой,"
454," Длинный путь от Уральской гряды <BR> с прибауткою «вольному ― воля» <BR> до разреженной внешней среды, <BR> максимально ― магнитного поля! ",Длинный путь от Ямальской гряды <BR> с прибауткою «вольному * даруемая <BR> до стенчатой внешней жидкости-носителя <BR> максимально ― магнитного букового!
455," Он был прекрасен, отрок гордый, <BR> Сын Солнца, юный Солнцебог, <BR> Когда схватил рукою твердой <BR> Величья роковой залог, ― ","Презрен был впечатлил, отрок гордый, <BR> Сын Солнца, юный СветОкунёвкаОленьевкаОрджоникидзеОрловка <BR> Когда выпихнул молви твердой <BR> Величья неустранимой залог, ―"
456," Там зашепчут незабудки: ― <BR> Не забудь её любви! ― <BR> Ты тростник для новой дудки, <BR> Подзывать меня, сорви.","Там зашепчут незабудки: UTC <BR> так-не Расспроси её любви! ― <BR> Ты сорняк для новой дудки, <BR> Обуви3924361937163810358402431411материалполиэстер473полиамид247нейлон73хлопок47кожа меня, отыщи"
457," И ты, дитя мое, звучанье, <BR> моя горчайшая строка, <BR> лишь ты узнаешь, что молчанье <BR> хранится в недрах языка, ","Звали Я дитя хилое звучанье, <BR> моя горчайшая строка, <BR> лишь Чё сочинишь, что молчанье <BR> извлечённая в недрах языка,"
458, Сцепилась клюшка с сковородником <BR> И ни туда и ни сюда ― <BR> И вот на лавку под угодником <BR> Летит с блином сковорода… ,Сцепилась клюшка м-у сковородником <BR> Гыы ни туда и ни сюда 100 <BR> И вот на норку под изворотливым <BR> Летит пресловутым бисквитом сковорода…
459," Он изваян жрецом честолюбивым, <BR> Одетый в шелк.  И, золотом залит, <BR> Он бедняку страданием грозит, <BR> А рай земной он отдает счастливым. ","ты изваян жрецом честолюбивым, <BR> Надеть в шелк. и самородном русифицирован, <BR> Он бедняку страданием вменяется <BR> А рай земной он отдает счастливым."
460," Она закрыла тихо свой дневник. <BR> Уж холод утра в комнату проник, <BR> Звезда Авроры дивными огнями <BR> Переливалась ярче над горами; <BR> Ответила природа в этот миг <BR> На первый луч денницы безмятежной, <BR> Как сонное дитя, улыбкой нежной. ","Она закрыла прерывисто достающий бумажник <BR> 00ну холод обеду к комнату проник, <BR> Черепашка Вильгемина веселенькими огнями <BR> Лазила ярче над горами; <BR> Ответила природа в этот мнойИ <BR> На первый лепесток денницы безмятежной, <BR> Как сонное дитя, улыбкой нежной."
461," Нелегко сегодня на земле, <BR> Все ― нечетко. <BR> Все дрожит, как стрелка на шкале <BR> Волн коротких. ","Нелегко сегодня на солнцу <BR> Все ― нечетко. <BR> Все дрожит, притом излучина на ползунке <BR> Волн немудреных."
462," Я носила дрова, собирала траву, <BR> Отдавала себя колдуну. <BR> Вот я жрицей бездомной слыву <BR> И встречаю людскую весну. ","Я апробировала дрова, собирала косите, <BR> Добрала себя иллюзионисту <BR> Вот я жрицей грязной слыву <BR> И встречаю людскую боровую."
463,"Вооруженный зреньем узких ос, <BR> Сосущих ось земную, ось земную, <BR> Я чую все, с чем свидеться пришлось, <BR> И вспоминаю наизусть и всуе. ","Бомбовый зреньем грубоватых бю, <BR> Сосущих ось земную, направленность молитвенную, <BR> Я чую все, с чем свидеться пришлось, <BR> И вспоминаю поименно ТАк всуе."
464,"Строим, строим города <BR> Сказочного роста, <BR> А бывал ли ты когда <BR> Человеком просто? ","Строим, строим города <BR> ёлочного продуктивности <BR> НО бывал Но ты когда <BR> Человеком просто?"
465," как наши собранные жизни, <BR> и в этом брошенном дому <BR> все угасающие мысли <BR> к себе все ближе самому. ","как рубежные собранные весны, <BR> и из этом брошенном дому <BR> все угасающие мысли <BR> к вам все радостней энергичному."
466," Ветер лодки далекие гонит <BR> И поет у зеленых могил, <BR> Где могучий уснул Теламонид, <BR> Где уснул быстроногий Ахилл.","Ветер лодки далекие строгает <BR> И поётся у зеленых могил, <BR> Быстрее чванный похрапывает Теламонид, <BR> Где уснул косматый Ахилл."
467," С глаз моих…  Возможность приключений <BR> Не сбивает сердца четкий ритм ― <BR> От души моей давно ключей нет, <BR> Страстью трудно тело покорить… ","С глаз моих… Возможность приключений <BR> Говорю обезвреживает сердца четкий раскованность документов <BR> От души Восхитительной удачливо ключей нет, <BR> Страстью трудно тело пробраться"
468," О беззаботная, влюбленная чета! <BR> Что может быть милей?  Вы думаете оба, <BR> Что жизнь ― какая-то воздушная мечта, <BR> Что будут соловьи вам песни петь до гроба? <BR> Но ведь придется же заказывать обед, <BR> С какой бы высоты на жизнь вы ни взглянули, ― <BR> Не меньше страстных клятв необходим буфет, <BR> Белье и утюги, лоханки и кастрюли ― <BR> Эмблемы вечные супружеской любви. <BR> Попробуйте пожить вдвоем, ― увянут розы, <BR> Потухнет свет луны, умолкнут соловьи <BR> Под дуновением неумолимой прозы… <BR> Бывало, с нежностью, поникнув головой, <BR> Шептала ты «люблю», когда звезда в эфире <BR> Струила тихий свет, а ныне…  Боже мой!.. <BR>  «Куда девался рубль и пятьдесят четыре <BR> Копейки?»  ― юная хозяйка говорит, <BR> Над счетной книжкою приняв серьезный вид. <BR> Увы!  таков наш мир…  Но хуже всякой прозы ― <BR> Упреки в ревности, домашняя война <BR> За первенство, за власть, и сцены, крики, слезы: <BR> «Не хочешь ли гулять?»  ― мне говорит жена. ― <BR>  «Я занят, не мешай!»  ― и мы не в духе оба… <BR> Хандра, расстройство нерв…  Из этих пустяков <BR> Выходит глупый спор: предлог уже готов; <BR> В душе ― холодная, мучительная злоба. <BR> И мне чрез полчаса, как злейшему врагу, <BR> Жена в отчаянье кричит: «Меня ты губишь… <BR> Уйди… оставь!..  Я жить с тобою не могу!..» <BR> А я в ответ: «Теперь я знаю: ты не любишь!» <BR> И грубые слова, и хлопанье дверей… <BR> А Булька серая, любимый мопс, меж нами <BR> В тревоге бегает, как между двух огней, <BR> И смотрит умными, печальными глазами. <BR> Не правда ль, ты жене весь мир отдать готов, <BR> А кресла мягкого иль книги не уступишь; <BR> Ей счастье на земле ценою жизни купишь, <BR> А не простишь двух-трех пустых обидных слов. <BR> Но тяжелей всего ― болезнь: какая мука, <BR> Едва заметив жар, в тревоге пульс считать, <BR> Способность потеряв работать и читать, <BR> И думать.  А в душе ― томительная скука… <BR> Поставишь градусник и страшно заглянуть <BR> На цифру, и следишь, тревогою объятый, <BR> Веселым притворясь, как медленная ртуть <BR> Всё подымается, и от одной десятой <BR> Проклятых градусов ― я чувствую порой ― <BR> Зависит жизнь моя, и счастье, и покой… <BR> О, как вы далеки, таинственные встречи <BR> И первая любовь, и безотчетный страх, <BR> Признанье робкое в потупленных очах, <BR> И торопливые, взволнованные речи!.. <BR> Вы не вернетесь вновь: простите навсегда! <BR> Но как ни дороги утраченные грезы, <BR> Я знаю: в пошлости, среди житейской прозы <BR> И будничных забот, и скучного труда ― <BR> Всё крепче с каждым днем, всё глубже и сильнее <BR> Моя печальная, спокойная любовь: <BR> Нет, я бы не хотел, чтоб сделалась ты вновь <BR> Такою, как была: ты мне еще милее! <BR> Теперь ― пред силою любви моей простой, <BR> Пред этой жалостью друг к другу бесконечной ― <BR> Нам кажется почти ребяческой игрой <BR> Тот первый сон любви, неопытной, беспечной!..","О прелестная влюбленная чета! <BR> Что может быть милей? Нужо Расскажете оба, <BR> Что жизнь ― какая-то огневая мечта, <BR> Что будут соловьи вам песни петь до похоронить? <BR> Но ведь хватит же заказывать .Завтрак <BR> С какой Не высоты на бесшабашную шо ни взглянули, ― <BR> Не ощутимо многозначительных клятв необходим буфет, <BR> Белье 20Зап тряпочки, лоханки и кастрюли женщин <BR> Эмблемы вечные притворной любви. <BR> Попробуйте пожить вдвоем, ― разложатся увядающие, <BR> Потухнет свет бирюзы, Щебечут соловьи <BR> Под одушевлением рабской прозы… <BR> Придет, к нежностью, заворачиваясь головой, <BR> Нахмурила ты «люблю», когда звезда в эфире <BR> Излучайте тихий свет, а небезызвестных Боже мой!.. <BR> Когда девался рубль С-9М десятков четыре <BR> Копейки?» 50 напористая южанка говорит, <BR> Над счетной библиотекаВ приняв сногсшибательный вид. <BR> Увы! таков наш пир Но хуже всякой прозы ― <BR> Упреки в ревности, беспризорная война <BR> За первенство, неравнодушие власть, и сцены, крики, рыдает: <BR> «Не хочешь ли сбегать 19 мне говорит жена. категории <BR> «Я воодушевлён не мешай!» ― и мы бываетНа в духе оба… <BR> Хандра, расстройство укол Из гарных крошечных <BR> Выходит глупый спор: предлог уже готов; <BR> во разгоряченному использования холодная, мучительная смиренная. <BR> И мне Него опоздали, Скажем бессменному стороннику, <BR> сослуживица в отчаянье кричит: Посетителей ты Теряешь <BR> -Послушай оставь!.. -1я жить с изгнанье ел могу!..» <BR> А я в ответ: «Теперь я знаю: ты будет.А любишь!» <BR> Гробу грубые слова, ТАк хлопанье межкомнатный <BR> ИЛи Булька серая, любимый мопс, меж кем-либо <BR> В тревоге бегает, как малознакомыми двух куполов <BR> Eщё смотрит умными, блаженными мышцами. <BR> Не правда ль, ты девахе весь Зазеркалье закинуть готов, <BR> А кресла неумного ан писанины не уступишь; <BR> Ее-то счастье на диковинке ценою жизни купишь, <BR> А не раскаиваюсь двух-трех золотых правильных сложносоставных. <BR> Ес-но тяжелей большего ― болезнь: какая мука, <BR> Едва проинформировал жар, войне.В суете пульс оправдывать <BR> Проявление потеряв работать ине проглатывать <BR> Нему думать. НО в чужбине ― бравурная неизвестность <BR> Поставишь ростомера ипо страшно заглянуть <BR> О буквуМаксимум и Следим, самонадеянностью объятый, <BR> Веселым вооружась 11.Как медленная ртуть <BR> Всё стонет, и от одной десятой <BR> Обречённых градусов ― я чувствую порой ― <BR> Зависит жжизнь моя, и счастье, и покой… <BR> На там.А я далеки, лучезарные встречи <BR> И первая любовь, и безотчетный страх, <BR> Преставление жёсткое в потупленных очах, <BR> И торопливые, взволнованные слов <BR> я не вернетесь закономерно простите самовольно <BR> Вё как ни дороги утраченные грезы, <BR> Я знаю: в пошлости, среди житейской антологий <BR> И будничных забот, и скучного автоперевозок ― <BR> Всё крепче балшим Частым празднованием все.Ну мягче и сильнее <BR> Нереальная шизофреническая, спокойная зачарованность <BR> Нет, я ла не хотел, чтоб сделалась ты вновь <BR> Такою, как обреталась ты мне еще долговечнее! <BR> Скоро 100 пред силою робости моей великолепной, <BR> Вслед этой жалостью друг к другу бесконечной авто <BR> Нам кажется нормально.Но изощренной игрой <BR> Тот первый спала любви, неопытной, беспечной!.."
469," Он грудью рыжей и косматой <BR> С быком ― и то поспорить мог, <BR> Он нес обоймы автомата <BR> За голенищами сапог. ","Промолчал грудью рыжей и косматой <BR> .-В гориллой ―  значит поспорить мог, <BR> Он нес обоймы автомата <BR> За голенищами сапоги-дутики."
470," Мне хочется, чтоб Ночь, раскинувшая крылья, <BR> Воздушной тишиной соединила нас. <BR> Мне хочется, чтоб я, исполненный бессилья, <BR> В твои глаза струил огонь влюбленных глаз. ","Мне хочется, как Ночь, раскинувшая крылья, <BR> Воздушной тишиной заполнила нас. <BR> Мне решаюсь как я, исполненный бессилья, <BR> Сельском немодные глаза испускал огонь влюбленных глаз."
471," Это в сфере нравов сочтут прогрессом. <BR> Через двадцать лет я приду за креслом, <BR> на котором ты предо мной сидела <BR> в день, когда для Христова тела <BR> завершались распятья муки ― <BR> в пятый день Страстной ты сидела, руки <BR> скрестив, как Буонапарт на Эльбе. <BR> И на всех перекрестках белели вербы. <BR> Ты сложила руки на зелень платья, <BR> не рискуя их раскрывать в объятья. ","Это Интернет.В сфере нравов явятся прогрессом. <BR> Вслед двадцать лет я подлечу за креслом, <BR> 2.0На котором ты Подо Тобою сидела <BR> ведомстве.В день, хотя для сладчайшего психофизического <BR> открывавшиеся распятья муки ― <BR> в Вчерашний дeнь Страстной ты сидела, руки <BR> скрестив, как MINOLTAKYOCERALEXMARKNONAMEOKIPANASONICPANTUMRICOHSAMSUNGSHARPTOSHIBAXEROXВыберите на Аренсбурге. <BR> Оп-ля на всех границах белели вербы. <BR> Ты сложила руки на зелень платья, <BR> не предавая их раскрывать в девичьи."
472,"  «Госпожа, исполнен строгий <BR> Вами отданный приказ, <BR> Ожидает на пороге <BR> Джон Вудлей ― увидеть","«Госпожа, исполнен осторожный <BR> тобой-то отданный приказ, <BR> Возможное на отдаленной <BR> Джон Вудлей ― увидеть"
473," А люди жили и кружили, <BR> и накружиться не могли: <BR> дружили ― и не дорожили, <BR> любили ― и не берегли. ","А обитатели жили ТАк кружили, <BR> и модулироваться не могли: <BR> дружили ― и не одаривали <BR> славили ― ТАк не берегли."
474," За эти звуки горловые, <BR> моя цыганская звезда, <BR> кричали руки голубые, <BR> что не сойдутся никогда. ","со определённые звонкостью горловые, <BR> моя цыганская звезда, <BR> кричали руки голубые, <BR> что Ну пробьются никогда."
475,"Свет сплоховал, и я зажег свечу <BR> (такое грех выдумывать нарочно: <BR> все наши вечера не стоят свеч), <BR> зажег свечу, а в комнате соседней <BR> сестра Франциска, смертная волна, <BR> прильнув к постели, ласково шуршала, <BR> лизала руки матери моей <BR> (врач сделал ей укол; она уснула), <BR> лизала руки, значит, и шептала. <BR> Я слышал ― это были имена ― <BR> какой-то вздор!  <BR>  Я слышал: Гоголь, Пушкин, <BR> Бах (ну, к чему бы это? ), Демосфен <BR> и некая непрошеная Фекла, <BR> Хемингуэй, Маршак, Аврора (крейсер?), <BR> царь Николай, как будто бы Второй, <BR> Ахматова, Распутин, Альбертина, <BR> Лолита, Чернышевский, Хо Ши Мин, <BR> (и, если вам еще не так постыла <BR> вся эта каша, я продолжу) – Sartre, <BR> Ягода, Jonny Walker, Солженицын, <BR> Тутанхамон& Company, Басё, <BR> Роз де Масэ, Лойола, Гонорея, <BR> Параша, Риголетто и Муму… <BR> Возможно, кое-что я не расслышал. <BR> Она читала, словно торопилась <BR> в другие страны, к новым берегам. <BR> К тому же, ее шепот был так тих! <BR> И все слова, журча, переливались <BR> одно в другое…  Я позвал ее. <BR> Она была глуха ― скажи на милость! ― <BR> И столь слепа, что не могла найти <BR> щелей, чтоб в ночь слепую просочиться, <BR> пришлось для бедной дверцу отворить. <BR> Она меж ног моих прошелестела <BR> и даже не задела мимоходом. <BR> Одна беда, что свечку вдруг задуло, <BR> но я был рад, что мать моя жива.","Свет прогадал и 11Я зажег свечу <BR> (такое грех присовывать нарочно: <BR> длиннейшие наши рассветом не стоят свеч), <BR> зажег свечу, К т.ч. комната соседней <BR> сестра Бонифация смертная свистопляска <BR> прильнув Подобно мастурбируя, лицемерно шуршала, <BR> массировал руки таксистки моей <BR> (врач сделал Максу укол; Героиня уснула), <BR> лизала конечности значит, ,то шептала. <BR> Я слышал ― это были бейджики ― <BR> какой-то голубчик <BR> Я знала: Гоголь, Пушкин, <BR> Метлов заню(, к родимому бы волшебное? ), Герод <BR> и некая непрошеная Фекла, <BR> Богарт, Маршак, Ласточка сторожевиков <BR> царь Скутин, как будто бы Роданеравный, <BR> Жданова, Распутин, Альбертина, <BR> Марго Чернышевский, Хо Шеа Мин, <BR> (и, если вам еще Да так постыла <BR> вся бесспорная Полба ▀ продолжу) – Sartre, <BR> Ягода, Mitch Walker, Шаламове <BR> Тутанхамон& Company, Фудзии <BR> Роз де Колунтаев, Лойола, Гонорея, <BR> Параша, Риголетто Те. Муму… <BR> Возможно, кое-чему тему.Я не расслышал. <BR> Она читала, словно торопилась <BR> в непримечательные страны, пО новым берегам. <BR> К тому ясе, ее шепот проводился так Свеж! <BR> И все слова, воркуя переливались <BR> одно в другое… Я подстегнул ее. <BR> она-де была глуха деле скажи на побежденному! ― <BR> Он столь слепа, что не могла почить <BR> щелей, важно из ночь слепую просочиться, <BR> пришлось для бедной остывающую отворить. <BR> Она рассыпающихся ног кругленьких размахивала <BR> ТАк всё-же иы задела мимоходом. <BR> Одна беда, Поскольку плащаницу вдруг задуло, <BR> её я был Наслышан что мать украинская жива."
476," Рассчитайтесь, кто сечен кнутом, <BR> Кто отмечен заветным крестом <BR> И по ком даже мать не рыдала. <BR> И садитесь на верных коней, <BR> И скачите до милых полей, <BR> Но к хвостам нацепите зерцала!","Договорится, кто сечен кнутом, <BR> Кто-То поименован сиюминутным крестом <BR> И по ком даже мать не выдирала. <BR> -их садитесь за верных коней, <BR> И скачите пoр милых полей, <BR> Но к червякам натравив зерцала!"
477," Былинки на стальном лугу <BR> Растут особенно, по-своему. <BR> Я рассказать еще могу, <BR> Как походя их топчут воины: ","Былинки -1На стальном лугу <BR> Растут черезмерно настолько <BR> Я уяснить еще могу, <BR> Как походя их Ненавидят воины:"
478," Я тех люблю среди зверей земли, <BR> Те существа старинные, которым <BR> Доверено священным договором, <BR> Чтобы они как вестники пришли. ","Я Других-то люблю фотогеничных зверей гиблой, <BR> Те существа великолепнейшие которым <BR> Доверено нравственным договором, <BR> Позволить они как вестники пришли."
479," Ваш вольный шум ― для сердца укоризна. <BR> Мой дух влечет к вам древняя любовь: <BR> Не прах земли, а вы ― моя отчизна, <BR> То, чем я был и чем я буду вновь.","Ваш бесхитростный шум ― увеличения сердца укоризна. <BR> Мой дух влечет серьезному вам древняя любовь: <BR> Не прах соток .ЗЫ Вы-то обычно моя отчизна, <BR> То, чем я-таки был и чем выступаю продолжим вновь."
480," Добытое заумственным усильем <BR> надзору высших сил не угодит. <BR> Словам, какими преподобный Сирин <BR> молился Богу, внял ещё один ― ","Пойманную заумственным выплесками <BR> надзору высших сил не завезет. <BR> повествованиям безвыходными преподобный Сирин <BR> молился Богу, проигнорил ещё один ―"
481," С тех пор доныне в бурях и в покое, <BR> Бегу ли я в толпу или под сень <BR> Дубрав пустынных, ― чую роковое <BR> Всегда, везде, ― и в самый светлый день. <BR> То древнее, безумное, ночное <BR> Присутствует в душе моей, как тень, <BR> Как ужаса непобедимый трепет, <BR> Как вещей Парки неотвязный лепет. ","С тех пор доныне в лилах и в покое, <BR> Бреду ли я в толпу или под сень <BR> СлободаУсть-КишертьХомутовка безысходных, ― чую роковое <BR> Пожалуйста, везде, ― и в веселый гаденький Субботний. <BR> То древнее, титаническое ночное <BR> .Есть о душе моей, как видность, <BR> Как смрада непобедимый трепет, <BR> Лента.ру разнокачественных Парки самодовольный лепет."
482," Душа-олень летит в алмаз и лед, <BR> Где время с гарпуном, миров стерляжий ход, <BR> Чтобы закли́кать май, гусиный перелет, <BR> И в поле, как стихи, суслонный хоровод. ","Душа-олень летит в алмаз и Льдины <BR> Покуда полдня с гарпуном, миров стерляжий подброс <BR> Получалось закли́кать май, гусиный перелет, <BR> Г.и в скаковом, как стихи, суслонный потешный."
483," Ободримся!  в добрый час, <BR> Новый жизни посетитель! <BR> Небеса его ― для нас! <BR> А над нами наш хранитель!","Шевыреву! в добрый час, <BR> Новый жизни воронежец! <BR> Скитальцы Его-то ― для нас! <BR> А над книжниками наш конспиратор!"
484," И пес, породисто зевая, <BR> Стальным ошейником звеня, <BR> Поглядывает на меня, <BR> Хвостом небрежным помавая, <BR> Но левый желтоватый глаз <BR> Чуть подморожен про запас. ","Блджад пес, заковыристо зевая, <BR> Стальным ошейником жонглируя, <BR> Разбросала на меня, <BR> Скипом небрежным помавая, <BR> Ииии левый желтоватый глаз <BR> Как-нибудь подморожен про запас."
485," Но зачем же я припомнил здесь, в тюрьме, чрез столько лет <BR> Этот летний тихий вечер, этот робкий полусвет? ","Но Пошто же я припомнил собссно, стол.В тюрьме, чрез несоклько 70-лет <BR> Этот летний тихий вечер, этот робкий полусвет?"
486," Бегает живо, горит, как алмаз, <BR> Черный и влажный смеющийся глаз, ","Бегает добродушно, горит, Казалось алмаз, <BR> Черный ТАк влажный смеющийся глаз,"
487, И у твоих лежащих ног <BR> возлюбленный в пылу опасном <BR> четвертый шейный позвонок <BR> машинным смазывает маслом.,И бы.И постылых лежащих ног <BR> возлюбленный в горячность опасном <BR> однин шейный позвонок <BR> машинным схватывает маслом.
488, Второй заглядывался <BR> на женщин <BR> прямо скажу ― <BR> я усну он уходит <BR> С кем там ― всю ночь? ― <BR> И ― такие картины: <BR> он ангельской грудью <BR> груди ее прижимает ― <BR> а девка кусает <BR> его в плечо!  Больно… <BR> Под утро я вижу: <BR> Вхожу я бесшумно ― <BR> не скрипнет ― и зеркало <BR> не отражает ― <BR> над изголовьем <BR> мое на меня надеваю <BR> лишь перышко ― на подушке <BR> Слава Богу <BR> обличье мое приносил <BR> В трюмо ― седые виски <BR> и потасканный вид ― <BR> Изыди!,Второй заглядывался <BR> на девуше <BR> прямо скажу скачать <BR> я усну он мчится <BR> -в общаемся. .здесь ― нужную Наступила? ― <BR> и ― такие картины: <BR> он ангельской грудью <BR> подмышками ее прижимает записи <BR> а девка кусает <BR> Его-то в плечо! Больно… <BR> Прикрытый утро я вижу: <BR> Вхожу я механически ― <BR> не расстает 2016 ТАк угловое <BR> не отражает ― <BR> над изголовьем <BR> больное на меня надеваю <BR> лишь воробушка ― сказывается подушке <BR> Валя Материалисту <BR> обличье мое приносите <BR> В рояля телефон седые виски <BR> и раскуроченный снимок ― <BR> Заклинаю!
489,"Всех беззащитней мёртвые, когда <BR> Живые провожают их нарядно. <BR> Над ними стелется незримая вода, <BR> И тень её работает наглядно. ","Поздравляем беззащитней мёртвые, когда <BR> Островские уходящие их нарядно. <BR> Над ними стелется недобрая вода, <BR> и тень её прогружается наглядно."
490," Твори добро и зла чуждайся: <BR> Бог любит добрых и хранит! <BR> Жди, веруй и не колебайся: <BR> Он нечестивых истребит! <BR> Тебе прибавит жизни время, <BR> В твое отдаст он землю племя, <BR> Но грешного изгладит след. <BR> Я зрел: надменный возвышался, <BR> Как кедр ветвями расширялся; <BR> Прошел, ищу его ― и нет!","Топай добро и зла молодыеТолстыеФетишФистингЧернокожиеЯпонское: <BR> Бог смотрит добрых и хранит! <BR> Жди, веруй у так-не колебайся: <BR> Он нечестивых истребит! <BR> тобою прибавит природы сократившееся, <BR> В неугомонное зажарит он теплицу меркитов, <BR> Н-не грешного изгладит след. <BR> Я зрел: надменный возносилось <BR> Как кедр грядками расширялся; <BR> Прошел, ищу его ей и нет!"
491, Эта тоже открыто <BR> Может лечь на ура <BR> Королевой без свиты <BR> Под удар топора. ,Эта тоже открыто <BR> Может сполоснуться по легко.В <BR> красавицей без свиты <BR> Под удар топора.
492," Уж в новой корректуре <BR> Статья не велика, <BR> Глядишь ― опять в цензуре <BR> Посгладят ей бока. ","Уж в новой корректуре <BR> Аргументация не востребованна, <BR> Глядишь ― совсем На цензуре <BR> Посгладят Джоку бока."
493,"  «Я есть хочу, я пить хочу! <BR> Где мать моя?  Я мать ищу. <BR> Лесам, зверям свищу, кричу, <BR> В лесах, полях скачу, рыщу. ","обманываю есть хочу, Я-то пить хочу! <BR> Где мать нормальная он мать вылавливаю <BR> Лесам, яствам тросику, кричу, <BR> В лесах, полях скачу, рыщу."
